"","gene","chr","start","end","clade","avg_count","baseMean","log2FoldChange","padj","family","genome","id"
"1","AluJb","chrX",144341442,144341786,"SINE",2.31314662613214,1741.61018554812,1.087885720947,0.0135748788068972,"Alu","hg38","AluJb_range=chrX:144341442-144341786"
"3","AluJb","chr5",117175562,117175925,"SINE",6.58818476577431,1741.61018554812,1.087885720947,0.0135748788068972,"Alu","hg38","AluJb_range=chr5:117175562-117175925"
"4","AluJb","chr6",10105173,10105454,"SINE",12.7581203472427,1741.61018554812,1.087885720947,0.0135748788068972,"Alu","hg38","AluJb_range=chr6:10105173-10105454"
"6","AluJb","chr5",156857066,156857438,"SINE",8.63219915481053,1741.61018554812,1.087885720947,0.0135748788068972,"Alu","hg38","AluJb_range=chr5:156857066-156857438"
"7","AluJo","chr1",31384806,31385118,"SINE",8.86457522596492,719.379864911512,2.43610048812135,4.39410397906431e-07,"Alu","hg38","AluJo_range=chr1:31384806-31385118"
"8","AluJo","chr12",57102944,57103162,"SINE",124.213145864024,719.379864911512,2.43610048812135,4.39410397906431e-07,"Alu","hg38","AluJo_range=chr12:57102944-57103162"
"9","AluJo","chr20",4122024,4122215,"SINE",2.65136412291654,719.379864911512,2.43610048812135,4.39410397906431e-07,"Alu","hg38","AluJo_range=chr20:4122024-4122215"
"10","AluJo","chr15",28758727,28758997,"SINE",6.15559644420904,719.379864911512,2.43610048812135,4.39410397906431e-07,"Alu","hg38","AluJo_range=chr15:28758727-28758997"
"11","AluJr","chrX",53015136,53015431,"SINE",2.48812333628242,802.774356124865,2.59831303295968,9.02944125910208e-08,"Alu","hg38","AluJr_range=chrX:53015136-53015431"
"12","AluJr","chr13",39796259,39796601,"SINE",15.6424617113827,802.774356124865,2.59831303295968,9.02944125910208e-08,"Alu","hg38","AluJr_range=chr13:39796259-39796601"
"13","AluJr","chr5",78469747,78470105,"SINE",17.8596666793903,802.774356124865,2.59831303295968,9.02944125910208e-08,"Alu","hg38","AluJr_range=chr5:78469747-78470105"
"14","AluJr","chr2",29830591,29830932,"SINE",5.17815791846118,802.774356124865,2.59831303295968,9.02944125910208e-08,"Alu","hg38","AluJr_range=chr2:29830591-29830932"
"15","AluJr","chr16",72638018,72638342,"SINE",2.3729904663284,802.774356124865,2.59831303295968,9.02944125910208e-08,"Alu","hg38","AluJr_range=chr16:72638018-72638342"
"16","AluJr","chr2",178941672,178942017,"SINE",49.7878695585992,802.774356124865,2.59831303295968,9.02944125910208e-08,"Alu","hg38","AluJr_range=chr2:178941672-178942017"
"17","AluJr","chr12",112628465,112628765,"SINE",7.7837499257714,802.774356124865,2.59831303295968,9.02944125910208e-08,"Alu","hg38","AluJr_range=chr12:112628465-112628765"
"18","AluJr","chr12",95571156,95571496,"SINE",96.7526240376653,802.774356124865,2.59831303295968,9.02944125910208e-08,"Alu","hg38","AluJr_range=chr12:95571156-95571496"
"19","AluSc5","chr19",54637246,54637555,"SINE",1.99879636152296,165.062100414807,1.44147743865322,0.00979643432842974,"Alu","hg38","AluSc5_range=chr19:54637246-54637555"
"20","AluSc5","chr19",35450941,35451246,"SINE",3.21206914001346,165.062100414807,1.44147743865322,0.00979643432842974,"Alu","hg38","AluSc5_range=chr19:35450941-35451246"
"21","AluSc5","chr5",20555404,20555603,"SINE",38.6491389009237,165.062100414807,1.44147743865322,0.00979643432842974,"Alu","hg38","AluSc5_range=chr5:20555404-20555603"
"22","AluSp","chr19",17827675,17827926,"SINE",2.15824731068681,1434.81151246478,1.53473287073463,0.00313000021625296,"Alu","hg38","AluSp_range=chr19:17827675-17827926"
"23","AluSp","chr1",47197496,47197803,"SINE",9.46210513333814,1434.81151246478,1.53473287073463,0.00313000021625296,"Alu","hg38","AluSp_range=chr1:47197496-47197803"
"24","AluSp","chr13",21370051,21370365,"SINE",6.64948934799584,1434.81151246478,1.53473287073463,0.00313000021625296,"Alu","hg38","AluSp_range=chr13:21370051-21370365"
"26","AluSp","chr17",7749027,7749364,"SINE",61.4536749061768,1434.81151246478,1.53473287073463,0.00313000021625296,"Alu","hg38","AluSp_range=chr17:7749027-7749364"
"27","AluSp","chr2",160959864,160960201,"SINE",36.1545134591742,1434.81151246478,1.53473287073463,0.00313000021625296,"Alu","hg38","AluSp_range=chr2:160959864-160960201"
"28","AluSp","chr7",72076317,72076652,"SINE",2.6347700792557,1434.81151246478,1.53473287073463,0.00313000021625296,"Alu","hg38","AluSp_range=chr7:72076317-72076652"
"29","AluSp","chr2",101274780,101275094,"SINE",8.14328379189185,1434.81151246478,1.53473287073463,0.00313000021625296,"Alu","hg38","AluSp_range=chr2:101274780-101275094"
"31","AluSq2","chr1",92373614,92373928,"SINE",43.6443890024534,1533.94103669503,1.75234173616474,0.00167129055549057,"Alu","hg38","AluSq2_range=chr1:92373614-92373928"
